Lang,Text,Author,Location,Service
en,beingdoer dear mukul customer care team tried reaching mentioned mobile number connect please share suitable time reach regard reliance nippon life insurance,relnipponlife,Mumbai,insurance
en,vibepay monzo revolutapp barclays barclaysuk natwestgroup santanderuk hsbc rb help starlingbank sent http co wfdctevamx bank account right would give kick start paying student loan graduating today,meganc__,,loan
en,rt expcomputer bajajallianzlic making life coverage hassle free tech http co hviofeokft technews technology futurete,chidambara09,Mysore & 𝗕𝗘𝗥𝗟𝗶𝗡*,insurance
en,rt stoute sa democratic alliance da president john steenhuisen allegedly took numerous loan bezos family foundation,riqosypo,,loan
en,rt ravisutanjani rupay credit card live upi axis bank bank baroda canara bank hdfc bank icici bank indian bank ko,Somnath93511985,,card
en,home loan hdfc bank already closed facing issue closure insurance hdfc ergo responding since month mailing team hdfcergogic worst bank hdfc bank poor customer service,Anamikaanni09,,loan
en,rt karna ocw mass credit card cancellation axis bank,mehtaversed,"Dallas, TX",card
en,apply pnb debit card online http co u wh hu g talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,India,insurance
en,rt democraticbear try democratic leadership instead corrupted fool perhaps problem resolved http,CharlesLKuyper,"Homer Glen, Illinois",insurance
en,rt dawitdigital potus admin notified gov longer engaging pattern gross violation human right allowing,menbert_,,loan
en,rt iciciprulife world leading batsman surya kumar got field covered batting similarly challenge,ClassesGrade,,insurance
en,bajaj finance yesterday amount debited axisbanksupport saving account bajaj finance emi going made transaction,roattushar,"Ahmadabad City, India",savings
en,rt drprashantmish battle lost time forced car dealer want car loan sbi psu bank mo,9Ellink,"Houston, TX",loan
en,bajajallianzlic making life coverage hassle free tech http co hviofeokft technews technology futuretech ai insurtech fintech,ExpComputer,India,insurance
en,rt cyber veer clop ransomware group released sensitive data various organisation including kotak mahindra life insurance capital small,SeoSpeaks,India,insurance
en,rt shuragorilla good night x oppailov r sluthentaicream ecchiimperio himarinlink waifukiwi hentaigod xx nicocha hia offi,AkidsPlays,"Rhode Island, USA",emi
en,atlanta card open trade one chance,Nightflier1O1BL,,card
en,check email alert axisbank com inbox received subject line non personal usage axis bank credit card go next step go sleep well,HighFlyMiles,,card
en,rt axeinc plan elaborate keep life insurance policy rotation k month max roth yearly,TeAmoOots,"Texas, USA",insurance
en,kailashraut tatamotorsev tatamotors toi thane tataevclub would suggest u get done local painter tatamotors car service centre take atleast month work take max day u planning get done insurance tata service centre take atleast month best luck,Akshara79485251,,insurance
en,homeloansbyhdfc sellin prop buyer availing hdfc loan prop mortgaged icici bank informed hdfc manager hdfc issue dd outstanding loan amt,sanjay_choudary,,loan
en,representative still calling clearly asked team several time remove date base interested loan overdraft etc wish visit branch loan bajaj finserv,Santana_Dharmaa,India,loan
en,policybazaar facing problem reliance general insurance guy,glampragati,New Delhi,insurance
en,hdfcbank care wish know process closure hdfc bank virtual rupay credit card,coolrivulet,,card
en,activate nfc sbi debit card http co uimvgjavvi talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,India,insurance
en,bajaj finserv want cancellation bajaj emi card end customer relation bajaj people working properly getting resolution last month people block card instead cancellation,AdityaAs9090712,,emi
en,jackposobiec trumpwarroom need governor owned type business property substance life hat military service since grifted congress gov without achievement private sector care concern insurance,MrNashshow,"Nashville, TN",insurance
en,rt sgarane ncregulator know know weekly payable loan predatory level,Max190889,South Africa ,loan
en,rt dailybeatlecom today beatlehistory first visit record abbey road signed emi two day,KohorstSally,,emi
en,axisbanksupport loan id emi date ec rec bank till evening hence neft emi th bank ec come get dishonoured axis calling morning asking pay r charge ec dishonor debited also justified,Vikrant1803,,loan
en,india mart lntermesh consolidated yoy revenue r crore earning today corporate result reliance industry ashok leyland atul creditaccess grameen glenmark lifesciences hdfc life insurance company hindustan zinc jsw steel ramkrishna forging,QUAL_Trade,India,insurance
en,get axis bank saving account minute right home service secure transaction via debit card upi neft imp online reward physical debit card well e debit card open http co ht wfyfhyb http co qywup xovg,GunhereKuldeep, India,card
en,rt lisaabramowicz loan growth slowing rapidly large small bank apollo slok note expects loan book keep shrin,Andrei_Turbo,Bucharest,loan
en,axisbank axisbanksupport applied vistara signature card premium customer axis bank holding account year executive deceived forcefully made apply privilege credit card lied applied changing card,jahnvisingh08,"New Delhi, India",card
en,rt shuragorilla wanna try oppailov r sluthentaicream ecchiimperio himarinlink waifukiwi hentaigod xx nicocha hia offi,Gnk_Yamori,,emi
en,reason given hdfc declining accidental claim always check term policy condition blindly buying insurance insurance regulator look fine print http co zm ackptps http co nnrj ia,rajivmehta19,New Delhi,insurance
en,rt enstarsmusic en original scout card cgs release new original card featured secret swan part released new ori,syafaNa74951952,,card
en,iffco tokio iam rajat kumar taken iffco tokio general insurance policy car tata tiago recently got small accident given car claim insurance policy,RajatKu43906419,"Bengaluru, India",insurance
en,bajaj finserv rbi bajaj finance minmsme dear bajaj loyal customer year repay loan financial condition good request remove panalties please apply ec charge http co ewi nwcbhd,ArtiDevi6711,,loan
en,hdfcbank care need amount shared bank account service team sharing option demand draft hdfc bank evolved accept credit card payment net banking extend courtesy customer,Madhura_zee,,card
en,hdfc bank hi need help credit card,vaccuumandtime,,card
en,activate pnb credit card http co oob mjdtaa talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,India,insurance
en,hdfc bank hdfcbank care hi ago temporarily blocked netbanking upi debit card due fear fraud want unblock went nearest branch asked visit branch opened salary account branch,Yogeshsejwal007,"New Delhi, India",card
en,rt bdo bonth kailash ch majhi late sankarsan majjhi vill bangarpadi bonth gp bonth block provided loan facility r,rout_subodha,,loan
en,rt stake boom good job lawrenz imagine many people learnt pod form inclusive,AkinLeeymarh,,insurance
en,tradecraving hi trade craving yet receive detail request share help u assist better regard tata aig general insurance co ltd,TATAAIGIndia,"Mumbai, India",insurance
en,rt moneyacademyke equity bank amex credit card equity bank american express green card feature global day interest free travel,kevin_kiugi,United States,card
en,rt abhishe bought macbook pro worth amazon using amazon pay icici credit card receive cashba,Atulkmrpandey,"Bengaluru, India",card
en,rt fin world life insurance corp company say sat pal bhanoo appointed managing director lic india lic,psantosh_44,,insurance
en,rt drprashantmish battle lost time forced car dealer want car loan sbi psu bank mo,Vricardo22,"Sainte-Marie, La Réunion",loan
en,rt mantleswap gm fam product update mantleswap going first project xmantle network launch prepaid virtual ca,dann_ik,,card
en,rt variouspayments conveniently make american express credit card payment using http co hcsgjls nw try learn h,mou_sarkar123,,card
en,rt drprashantmish battle lost time forced car dealer want car loan sbi psu bank mo,JoeSelarom,Lawrence Kansas,loan
en,sbicard connect sbicreditcards cred club icicibank care hdfc bank hi sbi card getting irritated useless card statement blocked credit card ending card closing procedure bad please try work,Victor71122,,card
en,rt kamakarzy emmanue woye even hsbc bank sent mail advertising loan clearly stated cannot use,woye1,Nigeria,loan
en,theemuemi hope fun time watching movie emi,mmgquitsdrawing,living in a down under...,emi
en,jackbankhandi dear jyoti please dm u mobile number e mail id team get touch within working hour regard tata aig general insurance co ltd,TATAAIGIndia,"Mumbai, India",insurance
